Date,CR
2013-04,6.49867374005305
2013-05,5.5045871559633035
2013-06,4.296875
2013-07,3.631647211413749
2013-08,2.570694087403599
2013-09,2.038216560509554
2013-10,2.1628498727735366
2013-11,1.6497461928934012
2013-12,0.7537688442211055
2014-01,0.75
2014-02,1.7543859649122806
2014-03,2.631578947368421
2014-04,2.73972602739726
2014-05,2.857142857142857
2014-06,2.6217228464419478
2014-07,2.002503128911139
2014-08,2.0050125313283207
2014-09,1.7478152309612984
2014-10,1.61892901618929
2014-11,2.3720349563046192
2014-12,2.493765586034913
2015-01,1.6129032258064515
2015-02,0.49261083743842365
2015-03,-0.6105006105006106
2015-04,-1.2121212121212122
2015-05,-1.932367149758454
2015-06,-1.2165450121654502
2015-07,-0.1226993865030675
2015-08,-0.12285012285012285
